Column1;claw_length_mm;endangered;size_mm;specie;sub_specie;tail_length_mm;weight_g
415;70;vulnerable;626;three_toed;Maned three-toed sloth;38;5522
416;75;vulnerable;635;three_toed;Maned three-toed sloth;61;4235
417;78;vulnerable;628;three_toed;Maned three-toed sloth;46;4718
418;79;vulnerable;632;three_toed;Maned three-toed sloth;74;6035
419;85;vulnerable;621;three_toed;Maned three-toed sloth;62;6017
420;75;vulnerable;647;three_toed;Maned three-toed sloth;47;5098
421;76;vulnerable;639;three_toed;Maned three-toed sloth;49;6340
422;82;vulnerable;639;three_toed;Maned three-toed sloth;66;5093
423;71;vulnerable;631;three_toed;Maned three-toed sloth;65;5502
424;75;vulnerable;618;three_toed;Maned three-toed sloth;45;7220
425;55;vulnerable;659;three_toed;Maned three-toed sloth;56;4755
426;84;vulnerable;634;three_toed;Maned three-toed sloth;61;5091
427;73;vulnerable;645;three_toed;Maned three-toed sloth;42;5434
428;80;vulnerable;632;three_toed;Maned three-toed sloth;60;6749
429;84;vulnerable;636;three_toed;Maned three-toed sloth;52;6314
430;58;vulnerable;632;three_toed;Maned three-toed sloth;56;5664
431;72;vulnerable;635;three_toed;Maned three-toed sloth;51;4978
432;67;vulnerable;631;three_toed;Maned three-toed sloth;39;3713
433;67;vulnerable;638;three_toed;Maned three-toed sloth;44;6899
434;57;vulnerable;631;three_toed;Maned three-toed sloth;46;5630
435;71;vulnerable;642;three_toed;Maned three-toed sloth;23;6965
436;84;vulnerable;607;three_toed;Maned three-toed sloth;46;7694
437;68;vulnerable;641;three_toed;Maned three-toed sloth;39;5661
438;71;vulnerable;633;three_toed;Maned three-toed sloth;50;5418
439;68;vulnerable;633;three_toed;Maned three-toed sloth;47;3730
440;65;vulnerable;633;three_toed;Maned three-toed sloth;40;5897
441;69;vulnerable;631;three_toed;Maned three-toed sloth;59;5572
442;88;vulnerable;630;three_toed;Maned three-toed sloth;45;6843
443;71;vulnerable;638;three_toed;Maned three-toed sloth;34;3190
444;69;vulnerable;640;three_toed;Maned three-toed sloth;54;6584
445;66;vulnerable;642;three_toed;Maned three-toed sloth;43;6496
446;78;vulnerable;639;three_toed;Maned three-toed sloth;41;6843
447;75;vulnerable;637;three_toed;Maned three-toed sloth;57;6800
448;69;vulnerable;641;three_toed;Maned three-toed sloth;64;5320
449;68;vulnerable;653;three_toed;Maned three-toed sloth;50;6842
450;69;vulnerable;641;three_toed;Maned three-toed sloth;66;6355
451;72;vulnerable;627;three_toed;Maned three-toed sloth;56;7223
452;85;vulnerable;634;three_toed;Maned three-toed sloth;47;6323
453;55;vulnerable;627;three_toed;Maned three-toed sloth;53;5034
454;58;vulnerable;629;three_toed;Maned three-toed sloth;50;6773
455;66;vulnerable;621;three_toed;Maned three-toed sloth;49;6934
456;91;vulnerable;638;three_toed;Maned three-toed sloth;32;6349
457;80;vulnerable;623;three_toed;Maned three-toed sloth;52;5693
458;81;vulnerable;624;three_toed;Maned three-toed sloth;57;6023
459;79;vulnerable;641;three_toed;Maned three-toed sloth;71;4772
460;82;vulnerable;618;three_toed;Maned three-toed sloth;56;6441
461;77;vulnerable;632;three_toed;Maned three-toed sloth;36;5758
462;70;vulnerable;635;three_toed;Maned three-toed sloth;33;5487
463;90;vulnerable;639;three_toed;Maned three-toed sloth;30;6642
464;73;vulnerable;630;three_toed;Maned three-toed sloth;24;6297
465;76;vulnerable;620;three_toed;Maned three-toed sloth;55;6031
466;69;vulnerable;636;three_toed;Maned three-toed sloth;38;4065
467;68;vulnerable;632;three_toed;Maned three-toed sloth;67;7037
468;71;vulnerable;638;three_toed;Maned three-toed sloth;50;7132
469;71;vulnerable;635;three_toed;Maned three-toed sloth;40;4945
470;81;vulnerable;626;three_toed;Maned three-toed sloth;48;4938
471;68;vulnerable;638;three_toed;Maned three-toed sloth;62;3867
472;59;vulnerable;633;three_toed;Maned three-toed sloth;42;6355
473;72;vulnerable;619;three_toed;Maned three-toed sloth;52;5628
474;78;vulnerable;643;three_toed;Maned three-toed sloth;35;6890
475;66;vulnerable;634;three_toed;Maned three-toed sloth;44;5807
476;73;vulnerable;623;three_toed;Maned three-toed sloth;46;7191
477;79;vulnerable;620;three_toed;Maned three-toed sloth;49;4997
478;76;vulnerable;647;three_toed;Maned three-toed sloth;52;4762
479;68;vulnerable;647;three_toed;Maned three-toed sloth;53;5450
480;57;vulnerable;639;three_toed;Maned three-toed sloth;39;5791
481;89;vulnerable;618;three_toed;Maned three-toed sloth;56;5445
482;79;vulnerable;639;three_toed;Maned three-toed sloth;48;7604
483;75;vulnerable;656;three_toed;Maned three-toed sloth;44;6212
484;88;vulnerable;640;three_toed;Maned three-toed sloth;80;6530
485;61;vulnerable;636;three_toed;Maned three-toed sloth;52;5906
486;70;vulnerable;627;three_toed;Maned three-toed sloth;54;5931
487;98;vulnerable;640;three_toed;Maned three-toed sloth;27;5560
488;61;vulnerable;639;three_toed;Maned three-toed sloth;28;7158
489;80;vulnerable;627;three_toed;Maned three-toed sloth;42;6812
490;79;vulnerable;642;three_toed;Maned three-toed sloth;42;5658
491;93;vulnerable;631;three_toed;Maned three-toed sloth;52;5409
492;83;vulnerable;650;three_toed;Maned three-toed sloth;35;4018
493;63;vulnerable;615;three_toed;Maned three-toed sloth;31;5497
494;79;vulnerable;633;three_toed;Maned three-toed sloth;39;6159
495;63;vulnerable;656;three_toed;Maned three-toed sloth;38;6772
496;88;vulnerable;624;three_toed;Maned three-toed sloth;34;5018
497;74;vulnerable;642;three_toed;Maned three-toed sloth;62;6435
498;85;vulnerable;642;three_toed;Maned three-toed sloth;65;6792
499;74;vulnerable;645;three_toed;Maned three-toed sloth;41;7592
500;79;vulnerable;628;three_toed;Maned three-toed sloth;37;3464
501;73;vulnerable;639;three_toed;Maned three-toed sloth;50;5857
502;78;vulnerable;645;three_toed;Maned three-toed sloth;52;6936
503;84;vulnerable;623;three_toed;Maned three-toed sloth;79;3458
504;94;vulnerable;634;three_toed;Maned three-toed sloth;37;4147
505;83;vulnerable;634;three_toed;Maned three-toed sloth;59;4254
506;87;vulnerable;623;three_toed;Maned three-toed sloth;48;6371
507;76;vulnerable;626;three_toed;Maned three-toed sloth;60;4145
508;59;vulnerable;625;three_toed;Maned three-toed sloth;70;5623
509;78;vulnerable;641;three_toed;Maned three-toed sloth;42;6122
510;82;vulnerable;624;three_toed;Maned three-toed sloth;58;5065
511;79;vulnerable;634;three_toed;Maned three-toed sloth;43;5994
512;68;vulnerable;640;three_toed;Maned three-toed sloth;68;5075
513;77;vulnerable;630;three_toed;Maned three-toed sloth;50;4426
514;80;vulnerable;629;three_toed;Maned three-toed sloth;51;6170
515;77;vulnerable;631;three_toed;Maned three-toed sloth;44;5179
516;75;vulnerable;633;three_toed;Maned three-toed sloth;56;4294
517;70;vulnerable;649;three_toed;Maned three-toed sloth;50;7184
518;87;vulnerable;625;three_toed;Maned three-toed sloth;46;5594
519;71;vulnerable;627;three_toed;Maned three-toed sloth;48;5451
520;68;vulnerable;633;three_toed;Maned three-toed sloth;39;3388
521;75;vulnerable;631;three_toed;Maned three-toed sloth;53;3974
522;82;vulnerable;641;three_toed;Maned three-toed sloth;55;5891
523;55;vulnerable;631;three_toed;Maned three-toed sloth;35;4109
524;74;vulnerable;629;three_toed;Maned three-toed sloth;34;6955
525;77;vulnerable;634;three_toed;Maned three-toed sloth;50;5904
526;91;vulnerable;637;three_toed;Maned three-toed sloth;33;5669
527;85;vulnerable;629;three_toed;Maned three-toed sloth;58;6009
528;84;vulnerable;626;three_toed;Maned three-toed sloth;46;6015
529;62;vulnerable;641;three_toed;Maned three-toed sloth;51;3799
530;77;vulnerable;629;three_toed;Maned three-toed sloth;47;4332
531;83;vulnerable;642;three_toed;Maned three-toed sloth;39;6053
532;61;vulnerable;634;three_toed;Maned three-toed sloth;53;5699
533;65;vulnerable;634;three_toed;Maned three-toed sloth;55;4850
534;62;vulnerable;634;three_toed;Maned three-toed sloth;27;5019
535;92;vulnerable;655;three_toed;Maned three-toed sloth;65;5061
536;62;vulnerable;627;three_toed;Maned three-toed sloth;59;7115
537;77;vulnerable;644;three_toed;Maned three-toed sloth;44;5221
538;88;vulnerable;616;three_toed;Maned three-toed sloth;49;7096
539;84;vulnerable;644;three_toed;Maned three-toed sloth;34;4656
540;77;vulnerable;632;three_toed;Maned three-toed sloth;58;5667
541;91;vulnerable;649;three_toed;Maned three-toed sloth;78;4525
542;53;vulnerable;651;three_toed;Maned three-toed sloth;46;4967
543;90;vulnerable;642;three_toed;Maned three-toed sloth;48;7411
544;81;vulnerable;626;three_toed;Maned three-toed sloth;50;5441
545;66;vulnerable;632;three_toed;Maned three-toed sloth;52;4545
546;71;vulnerable;644;three_toed;Maned three-toed sloth;42;5076
547;50;vulnerable;626;three_toed;Maned three-toed sloth;47;6140
548;77;vulnerable;630;three_toed;Maned three-toed sloth;33;6198
549;68;vulnerable;639;three_toed;Maned three-toed sloth;46;6212
550;87;vulnerable;646;three_toed;Maned three-toed sloth;40;5821
551;76;vulnerable;619;three_toed;Maned three-toed sloth;47;4975
552;77;vulnerable;641;three_toed;Maned three-toed sloth;46;5534
553;90;vulnerable;630;three_toed;Maned three-toed sloth;39;6741
554;74;vulnerable;651;three_toed;Maned three-toed sloth;51;5327
555;102;vulnerable;644;three_toed;Maned three-toed sloth;67;6140
556;78;vulnerable;641;three_toed;Maned three-toed sloth;42;4780
557;71;vulnerable;652;three_toed;Maned three-toed sloth;49;4802
558;73;vulnerable;616;three_toed;Maned three-toed sloth;45;6378
559;94;vulnerable;619;three_toed;Maned three-toed sloth;53;7341
560;78;vulnerable;635;three_toed;Maned three-toed sloth;44;5309
561;70;vulnerable;663;three_toed;Maned three-toed sloth;50;5944
562;82;vulnerable;653;three_toed;Maned three-toed sloth;57;5608
563;82;vulnerable;633;three_toed;Maned three-toed sloth;43;5936
564;59;vulnerable;625;three_toed;Maned three-toed sloth;48;5938
565;90;vulnerable;634;three_toed;Maned three-toed sloth;58;4642
566;76;vulnerable;627;three_toed;Maned three-toed sloth;55;5995
567;78;vulnerable;631;three_toed;Maned three-toed sloth;45;4660
568;82;vulnerable;640;three_toed;Maned three-toed sloth;42;4837
569;81;vulnerable;636;three_toed;Maned three-toed sloth;46;4893
570;76;vulnerable;648;three_toed;Maned three-toed sloth;57;6373
571;77;vulnerable;630;three_toed;Maned three-toed sloth;54;5801
572;63;vulnerable;627;three_toed;Maned three-toed sloth;53;6976
573;78;vulnerable;623;three_toed;Maned three-toed sloth;41;6619
574;82;vulnerable;649;three_toed;Maned three-toed sloth;61;5227
575;68;vulnerable;623;three_toed;Maned three-toed sloth;62;6336
576;71;vulnerable;635;three_toed;Maned three-toed sloth;54;6121
577;72;vulnerable;643;three_toed;Maned three-toed sloth;49;4847
578;74;vulnerable;620;three_toed;Maned three-toed sloth;59;4958
579;84;vulnerable;634;three_toed;Maned three-toed sloth;54;6264
580;77;vulnerable;635;three_toed;Maned three-toed sloth;29;6475
581;84;vulnerable;639;three_toed;Maned three-toed sloth;46;6586
582;85;vulnerable;641;three_toed;Maned three-toed sloth;42;7092
583;63;vulnerable;629;three_toed;Maned three-toed sloth;44;5629
584;60;vulnerable;624;three_toed;Maned three-toed sloth;61;4686
585;71;vulnerable;629;three_toed;Maned three-toed sloth;47;7184
586;77;vulnerable;621;three_toed;Maned three-toed sloth;52;6325
587;67;vulnerable;634;three_toed;Maned three-toed sloth;44;4527
588;74;vulnerable;636;three_toed;Maned three-toed sloth;42;7585
589;67;vulnerable;646;three_toed;Maned three-toed sloth;57;5521
590;79;vulnerable;632;three_toed;Maned three-toed sloth;57;5939
591;69;vulnerable;641;three_toed;Maned three-toed sloth;51;5232
592;71;vulnerable;624;three_toed;Maned three-toed sloth;48;4247
593;79;vulnerable;629;three_toed;Maned three-toed sloth;44;4250
594;54;vulnerable;629;three_toed;Maned three-toed sloth;56;4586
595;57;vulnerable;637;three_toed;Maned three-toed sloth;29;5630
596;75;vulnerable;641;three_toed;Maned three-toed sloth;73;6824
597;72;vulnerable;629;three_toed;Maned three-toed sloth;39;4643
598;57;vulnerable;653;three_toed;Maned three-toed sloth;50;6715
599;67;vulnerable;629;three_toed;Maned three-toed sloth;42;5938
600;62;vulnerable;644;three_toed;Maned three-toed sloth;45;5110
601;70;vulnerable;645;three_toed;Maned three-toed sloth;48;5503
602;64;vulnerable;635;three_toed;Maned three-toed sloth;47;4906
603;79;vulnerable;634;three_toed;Maned three-toed sloth;43;5513
604;88;vulnerable;636;three_toed;Maned three-toed sloth;49;4650
605;53;vulnerable;643;three_toed;Maned three-toed sloth;52;6709
606;61;vulnerable;618;three_toed;Maned three-toed sloth;44;5658
607;72;vulnerable;629;three_toed;Maned three-toed sloth;35;5763
608;79;vulnerable;639;three_toed;Maned three-toed sloth;53;7264
609;66;vulnerable;629;three_toed;Maned three-toed sloth;45;6629
610;81;least_concern;501;three_toed;Pale-throated sloth;57;3584
611;78;least_concern;516;three_toed;Pale-throated sloth;48;5939
612;85;least_concern;522;three_toed;Pale-throated sloth;50;4816
613;90;least_concern;499;three_toed;Pale-throated sloth;57;5526
614;70;least_concern;498;three_toed;Pale-throated sloth;31;6054
615;79;least_concern;497;three_toed;Pale-throated sloth;52;5159
616;61;least_concern;491;three_toed;Pale-throated sloth;44;5283
617;63;least_concern;475;three_toed;Pale-throated sloth;48;3488
618;88;least_concern;501;three_toed;Pale-throated sloth;47;4482
619;65;least_concern;493;three_toed;Pale-throated sloth;21;3954
620;88;least_concern;492;three_toed;Pale-throated sloth;60;5478
621;72;least_concern;516;three_toed;Pale-throated sloth;67;4753
622;71;least_concern;505;three_toed;Pale-throated sloth;34;3089
623;70;least_concern;504;three_toed;Pale-throated sloth;33;6500
624;63;least_concern;496;three_toed;Pale-throated sloth;50;3592
625;52;least_concern;486;three_toed;Pale-throated sloth;63;2172
626;93;least_concern;509;three_toed;Pale-throated sloth;59;4311
627;76;least_concern;478;three_toed;Pale-throated sloth;46;4977
628;80;least_concern;486;three_toed;Pale-throated sloth;58;5988
629;68;least_concern;497;three_toed;Pale-throated sloth;45;4027
630;78;least_concern;509;three_toed;Pale-throated sloth;55;4148
631;79;least_concern;503;three_toed;Pale-throated sloth;56;5270
632;74;least_concern;504;three_toed;Pale-throated sloth;33;4689
633;76;least_concern;511;three_toed;Pale-throated sloth;56;4946
634;96;least_concern;493;three_toed;Pale-throated sloth;57;4131
635;74;least_concern;504;three_toed;Pale-throated sloth;28;4032
636;68;least_concern;501;three_toed;Pale-throated sloth;40;3834
637;65;least_concern;504;three_toed;Pale-throated sloth;48;4823
638;65;least_concern;502;three_toed;Pale-throated sloth;50;5088
639;71;least_concern;515;three_toed;Pale-throated sloth;32;4640
640;80;least_concern;505;three_toed;Pale-throated sloth;40;5296
641;83;least_concern;490;three_toed;Pale-throated sloth;51;1895
642;96;least_concern;494;three_toed;Pale-throated sloth;60;5501
643;68;least_concern;488;three_toed;Pale-throated sloth;49;5280
644;77;least_concern;479;three_toed;Pale-throated sloth;44;2411
645;89;least_concern;508;three_toed;Pale-throated sloth;53;5182
646;90;least_concern;501;three_toed;Pale-throated sloth;45;4122
647;86;least_concern;499;three_toed;Pale-throated sloth;51;4415
648;88;least_concern;501;three_toed;Pale-throated sloth;50;2872
649;68;least_concern;490;three_toed;Pale-throated sloth;51;5265
650;88;least_concern;482;three_toed;Pale-throated sloth;36;5190
651;79;least_concern;499;three_toed;Pale-throated sloth;40;3927
652;70;least_concern;495;three_toed;Pale-throated sloth;55;5323
653;83;least_concern;500;three_toed;Pale-throated sloth;49;5610
654;74;least_concern;509;three_toed;Pale-throated sloth;48;4312
655;73;least_concern;510;three_toed;Pale-throated sloth;57;6269
656;76;least_concern;494;three_toed;Pale-throated sloth;37;5386
657;64;least_concern;519;three_toed;Pale-throated sloth;39;4916
658;81;least_concern;502;three_toed;Pale-throated sloth;72;4600
659;90;least_concern;518;three_toed;Pale-throated sloth;55;4381
660;64;least_concern;476;three_toed;Pale-throated sloth;54;3591
661;57;least_concern;499;three_toed;Pale-throated sloth;60;4214
662;70;least_concern;518;three_toed;Pale-throated sloth;46;4319
663;74;least_concern;504;three_toed;Pale-throated sloth;44;4808
664;72;least_concern;491;three_toed;Pale-throated sloth;44;3942
665;72;least_concern;504;three_toed;Pale-throated sloth;37;5096
666;71;least_concern;486;three_toed;Pale-throated sloth;44;3669
667;66;least_concern;505;three_toed;Pale-throated sloth;48;4327
668;74;least_concern;501;three_toed;Pale-throated sloth;43;4899
669;76;least_concern;499;three_toed;Pale-throated sloth;50;5453
670;89;least_concern;496;three_toed;Pale-throated sloth;50;3454
671;80;least_concern;512;three_toed;Pale-throated sloth;66;6338
672;75;least_concern;503;three_toed;Pale-throated sloth;45;4859
673;66;least_concern;493;three_toed;Pale-throated sloth;54;4119
674;71;least_concern;508;three_toed;Pale-throated sloth;47;4356
675;81;least_concern;516;three_toed;Pale-throated sloth;62;3824
676;85;least_concern;520;three_toed;Pale-throated sloth;74;5649
677;86;least_concern;508;three_toed;Pale-throated sloth;46;4365
678;82;least_concern;503;three_toed;Pale-throated sloth;35;5215
679;87;least_concern;486;three_toed;Pale-throated sloth;29;5431
680;74;least_concern;501;three_toed;Pale-throated sloth;50;4566
